pair,bird_width,bird_TotalLength,bird_wingspan,bird_wing,bird_tail,bird_tarsus,bird_finger,beak_culmen,beak_width,beak_height
R_dimidiatus_41_R_dimidiatus_65,0.9512,1.0,0.9023,0.92,0.9398,0.9812,0.9206,0.9341,0.3958,0.3116
R_dimidiatus_41_R_dimidiatus_66,0.878,0.9348,0.8271,0.92,0.8795,0.9625,0.945,0.747,0.4083,0.2928
R_dimidiatus_41_R_dimidiatus_67,0.9756,0.9674,0.8872,0.84,0.8795,0.893,0.9969,0.731,0.4802,0.2072
R_dimidiatus_41_R_dimidiatus_68,0.9756,0.9891,0.9699,1.0,0.8072,0.9469,0.9888,0.8555,0.5042,0.3652
R_dimidiatus_41_R_dimidiatus_69,0.9268,0.9565,0.9925,1.0,0.8675,0.9719,1.0,0.7763,0.4656,0.3768
R_dimidiatus_41_R_dimidiatus_70,0.9024,0.9239,0.9549,0.92,0.8795,0.9297,0.9838,0.6838,0.5375,0.4261
R_dimidiatus_41_R_dimidiatus_72,0.878,0.6304,0.9925,0.92,0.8795,0.5758,0.9881,0.9607,0.4667,0.3377
R_dimidiatus_41_R_dimidiatus_74,0.9512,0.9565,0.9774,0.92,0.8916,0.9141,0.9831,0.8502,0.5354,0.3725
R_dimidiatus_41_R_dimidiatus_76,0.9512,0.9457,0.9774,0.96,0.9518,0.9117,0.9769,0.8502,0.5625,0.2826
R_dimidiatus_41_R_dimidiatus_77,1.0,0.9891,0.9925,1.0,0.8675,0.7492,0.9762,0.9208,0.5646,0.2725
R_dimidiatus_41_R_dimidiatus_78,0.8537,1.0,0.9925,0.92,0.9277,0.9359,0.9969,0.966,0.4542,0.3638
R_dimidiatus_41_R_dimidiatus_80,0.9268,0.9457,0.9774,0.96,0.9518,0.993,0.9869,0.7696,0.575,0.3043
R_dimidiatus_41_R_dimidiatus_83,1.0,0.9457,0.985,0.96,0.8554,0.8781,0.96,0.7843,0.601,0.2884
R_dimidiatus_41_R_dimidiatus_84,0.878,0.9457,0.9474,0.88,0.9398,0.9352,0.9475,0.8096,0.5885,0.3493
R_dimidiatus_41_R_dimidiatus_85,0.9024,0.9457,0.9774,0.92,0.8916,0.9305,0.9531,0.8309,0.5177,0.2478
R_dimidiatus_41_R_dimidiatus_86,0.9756,0.9891,0.9624,0.88,0.8193,0.9914,0.9644,0.7883,0.549,0.458
R_dimidiatus_41_R_dimidiatus_90,0.8293,0.913,0.9023,0.84,0.8072,0.8516,0.9462,0.8056,0.5656,0.3145
R_dimidiatus_41_R_dimidiatus_98,0.9024,0.9783,0.9925,0.92,0.8434,0.8898,0.9794,0.6052,0.4573,0.4304
R_dimidiatus_41_R_dimidiatus_102,0.9024,0.9891,1.0,0.88,0.9036,0.9617,0.9869,0.8356,0.5625,0.2725
R_dimidiatus_41_R_dimidiatus_106,0.9512,0.9457,0.9098,0.88,0.8916,0.8672,0.9706,0.745,0.4792,0.3188
R_dimidiatus_41_R_dimidiatus_200,0.561,0.2391,0.1955,0.32,0.4458,0.9766,0.2188,0.4008,0.9375,0.4348
R_dimidiatus_41_R_dimidiatus_201,0.9024,0.8043,0.6617,0.68,0.7108,0.8984,0.2188,1.0,0.8333,0.0
R_dimidiatus_41_R_dimidiatus_203,0.9024,0.8587,0.5714,0.72,0.8675,0.7422,0.2188,0.9334,0.3333,0.4348
R_dimidiatus_41_R_dimidiatus_204,0.9756,0.913,0.8421,1.0,0.7831,0.9258,0.2188,0.8023,0.4469,0.3739
R_dimidiatus_41_R_dimidiatus_205,0.878,0.8913,0.8571,0.8,0.8675,0.8305,0.2188,0.8875,0.3562,0.4565
R_dimidiatus_41_R_icteronotus_02,0.8293,0.8478,0.7594,0.88,0.8313,0.5391,0.2188,0.8402,0.6875,0.087
R_dimidiatus_41_R_icteronotus_04,0.8293,0.8913,0.9624,0.96,0.988,0.7109,0.9688,0.9867,0.8021,0.2029
R_dimidiatus_41_R_icteronotus_05,0.7805,1.0,0.9549,1.0,0.9759,0.5547,0.9938,0.9068,0.75,0.2174
R_dimidiatus_41_R_icteronotus_06,0.878,0.8913,0.9023,1.0,0.988,0.8203,0.9062,0.9534,0.4479,0.1884
R_dimidiatus_41_R_icteronotus_07,0.8293,0.8913,0.985,0.8,0.9759,0.9063,0.9188,0.8269,0.4375,0.3043
R_dimidiatus_41_R_icteronotus_08,0.2927,0.8913,0.9774,0.8,0.9157,0.8828,0.975,0.9667,0.5312,0.2609
R_dimidiatus_41_R_icteronotus_09,0.7317,0.8587,0.8872,0.8,0.988,0.5234,0.9625,0.9734,0.6146,0.2899
R_dimidiatus_41_R_icteronotus_10,0.9024,0.7609,0.9098,0.8,0.9759,0.7656,0.85,0.9134,0.5833,0.029
R_dimidiatus_41_R_icteronotus_11,0.8537,0.8696,0.8271,0.68,0.9277,0.7227,0.9519,0.5992,0.3187,0.4362
R_dimidiatus_41_R_icteronotus_12,0.8293,0.8261,0.9023,0.84,1.0,0.7008,0.8806,0.6798,0.3854,0.2203
R_dimidiatus_41_R_icteronotus_13,0.8537,0.8587,0.9925,0.88,0.988,0.7812,0.8431,0.6698,0.4312,0.3348
R_dimidiatus_41_R_icteronotus_14,0.8049,0.9565,0.9774,0.88,0.9157,0.7891,0.7812,0.9314,0.7365,0.5797
R_dimidiatus_41_R_icteronotus_15,0.9268,0.9783,0.9624,0.96,0.8855,0.9555,0.9375,0.7224,0.5458,0.1913
R_dimidiatus_41_R_icteronotus_16,0.7805,1.0,0.8271,0.68,0.9639,0.7617,0.9356,0.7703,0.6062,0.2493
R_dimidiatus_41_R_icteronotus_17,0.8293,0.9457,0.812,0.72,0.988,0.9102,0.8156,0.6278,0.5885,0.4145
R_dimidiatus_41_R_icteronotus_18,0.878,0.9348,0.8045,0.84,0.9518,0.8961,0.8888,0.6238,0.4469,0.2638
R_dimidiatus_41_R_icteronotus_22,0.9268,0.9891,0.8647,0.88,0.9157,0.7719,0.9444,0.6751,0.5792,0.1232
R_dimidiatus_41_R_icteronotus_23,0.8293,1.0,0.9023,0.84,0.9036,0.8531,0.9288,0.8049,0.5542,0.2826
R_dimidiatus_41_R_icteronotus_24,0.8537,0.9674,0.8421,0.8,0.9398,0.9961,0.8475,0.729,0.5365,0.1536
R_dimidiatus_41_R_icteronotus_26,0.9268,0.9185,0.9789,0.94,0.9524,0.7766,0.9188,0.8549,0.576,0.242
R_dimidiatus_41_R_icteronotus_28,0.7805,1.0,0.9774,0.92,0.9036,0.8891,0.9169,0.8063,0.4792,0.1696
R_dimidiatus_41_R_icteronotus_50,0.7073,0.9022,0.9925,0.96,0.8434,0.6672,0.2188,0.7403,0.2823,0.0942
R_dimidiatus_41_R_icteronotus_51,0.9268,0.9891,0.9549,1.0,0.7229,0.75,0.2188,0.8029,0.3177,0.1812
R_dimidiatus_41_R_icteronotus_52,0.8537,0.837,0.8271,0.76,0.8072,0.8984,0.2188,1.0,0.8542,0.4348
R_dimidiatus_41_R_icteronotus_53,0.9512,0.9891,0.8947,0.68,0.8434,0.9211,0.2188,0.97,0.6,0.2043
R_dimidiatus_42_R_dimidiatus_43,0.9268,0.9457,0.9624,0.8,1.0,0.7344,0.8062,0.9001,0.8854,0.7246
R_dimidiatus_42_R_dimidiatus_44,0.878,0.9457,0.9248,0.76,0.9518,0.8594,0.9312,0.9534,0.3854,0.4638
R_dimidiatus_42_R_dimidiatus_45,0.7561,0.9457,0.9248,0.6,1.0,0.8828,0.9,0.8868,0.4792,0.7971
R_dimidiatus_42_R_dimidiatus_47,0.9512,0.8913,0.7744,0.88,1.0,0.6562,0.8688,0.8735,0.5938,0.942
R_dimidiatus_42_R_dimidiatus_49,0.7805,0.6196,0.9248,0.6,0.1566,0.9297,0.8375,0.8202,0.5312,0.5942
R_dimidiatus_42_R_dimidiatus_52,0.9512,0.8913,0.9624,0.6,0.8795,0.4531,0.8438,0.6671,0.4167,0.6957
R_dimidiatus_42_R_dimidiatus_53,0.7561,0.8152,0.9248,0.52,0.9277,0.8438,0.8875,0.7403,0.5625,0.6377
R_dimidiatus_42_R_dimidiatus_59,0.9756,0.8587,0.9774,0.76,0.9277,0.707,0.8556,0.6305,0.4698,0.7551
R_dimidiatus_42_R_dimidiatus_65,0.9512,0.9457,0.9549,0.68,0.9157,0.7859,0.9169,0.8742,0.375,0.7464
R_dimidiatus_42_R_dimidiatus_66,0.9756,0.8804,0.8797,0.68,0.9759,0.7672,0.8925,0.6871,0.3875,0.7275
R_dimidiatus_42_R_dimidiatus_67,0.878,0.913,0.9398,0.76,0.9759,0.6977,0.8406,0.6711,0.4594,0.642
R_dimidiatus_42_R_dimidiatus_68,0.878,0.9348,0.9774,0.6,0.9518,0.8578,0.8488,0.7956,0.4833,0.8
R_dimidiatus_42_R_dimidiatus_69,0.9756,0.9022,0.9549,0.6,0.988,0.7766,0.8375,0.7164,0.4448,0.8116
R_dimidiatus_42_R_dimidiatus_70,1.0,0.8696,0.9925,0.68,0.9759,0.875,0.8538,0.6238,0.5167,0.8609
R_dimidiatus_42_R_dimidiatus_72,0.9756,0.6848,0.9549,0.52,0.9759,0.7711,0.8494,0.9008,0.4458,0.7725
R_dimidiatus_42_R_dimidiatus_74,0.9512,0.9022,0.9699,0.68,0.9639,0.7187,0.8544,0.7903,0.5146,0.8072
R_dimidiatus_42_R_dimidiatus_76,0.9512,0.8913,0.9248,0.64,0.9036,0.7164,0.8144,0.7903,0.5417,0.7174
R_dimidiatus_42_R_dimidiatus_77,0.9024,0.9348,0.9398,0.6,0.988,0.5539,0.8612,0.8609,0.5438,0.7072
R_dimidiatus_42_R_dimidiatus_78,0.9512,0.9457,0.9549,0.68,0.9277,0.8688,0.8344,0.9061,0.4333,0.7986
R_dimidiatus_42_R_dimidiatus_80,0.9756,1.0,0.9248,0.64,0.9036,0.7977,0.8506,0.7097,0.5542,0.7391
R_dimidiatus_42_R_dimidiatus_83,0.9024,1.0,0.9624,0.64,1.0,0.6828,0.7975,0.7244,0.5802,0.7232
R_dimidiatus_42_R_dimidiatus_84,0.9756,1.0,1.0,0.72,0.9157,0.8695,0.785,0.7497,0.5677,0.7841
R_dimidiatus_42_R_dimidiatus_85,1.0,1.0,0.9699,0.68,0.9639,0.8742,0.8844,0.771,0.4969,0.6826
R_dimidiatus_42_R_dimidiatus_86,0.878,0.9565,0.985,0.72,0.9639,0.7961,0.8731,0.7284,0.5281,0.8928
R_dimidiatus_42_R_dimidiatus_90,0.9268,0.9674,0.9549,0.76,0.9518,0.6562,0.8912,0.7457,0.5448,0.7493
R_dimidiatus_42_R_dimidiatus_98,1.0,0.9674,0.9398,0.52,0.988,0.6945,0.8169,0.5453,0.4365,0.8652
R_dimidiatus_42_R_dimidiatus_102,1.0,0.9565,0.9474,0.72,0.9518,0.843,0.8506,0.7756,0.5417,0.7072
R_dimidiatus_42_R_dimidiatus_106,0.9512,0.8913,0.9624,0.72,0.9639,0.6719,0.8081,0.6851,0.4583,0.7536
R_dimidiatus_42_R_dimidiatus_200,0.6585,0.2935,0.2481,0.72,0.5904,0.7812,0.3812,0.4607,0.9583,0.8696
R_dimidiatus_42_R_dimidiatus_201,1.0,0.8587,0.7143,0.92,0.8554,0.7031,0.3812,0.9401,0.8542,0.4348
R_dimidiatus_42_R_dimidiatus_203,1.0,0.913,0.6241,0.32,0.988,0.5469,0.3812,0.9933,0.3125,0.8696
R_dimidiatus_42_R_dimidiatus_204,0.878,0.9674,0.8947,0.6,0.9277,0.8789,0.3812,0.7423,0.426,0.8087
R_dimidiatus_42_R_dimidiatus_205,0.9756,0.9457,0.9098,0.8,0.988,0.6352,0.3812,0.8276,0.3354,0.8913
R_dimidiatus_42_R_icteronotus_02,0.7317,0.7935,0.812,0.72,0.9759,0.7344,0.3812,0.7803,0.6667,0.5217
R_dimidiatus_42_R_icteronotus_04,0.9268,0.837,0.985,0.64,0.8434,0.9063,0.8688,0.9534,0.7812,0.6377
R_dimidiatus_42_R_icteronotus_05,0.6829,0.9457,0.9023,0.6,0.8795,0.75,0.8438,0.9667,0.7292,0.6522
R_dimidiatus_42_R_icteronotus_06,0.7805,0.837,0.8496,0.6,0.8434,0.9844,0.7438,0.8935,0.4271,0.6232
R_dimidiatus_42_R_icteronotus_07,0.7317,0.837,0.9624,0.4,0.8795,0.8984,0.7562,0.767,0.4167,0.7391
R_dimidiatus_42_R_icteronotus_08,0.3902,0.837,0.9248,0.8,0.9398,0.9219,0.8625,0.9068,0.5104,0.6957
R_dimidiatus_42_R_icteronotus_09,0.6341,0.8043,0.9398,0.8,0.8675,0.7188,0.8,0.9134,0.5938,0.7246
R_dimidiatus_42_R_icteronotus_10,0.8049,0.7065,0.9624,0.4,0.8795,0.9609,0.6875,0.8535,0.5625,0.4638
R_dimidiatus_42_R_icteronotus_11,0.7561,0.8152,0.7744,0.28,0.9277,0.918,0.7894,0.5393,0.2979,0.871
R_dimidiatus_42_R_icteronotus_12,0.7317,0.7717,0.8496,0.44,0.8554,0.8961,0.7181,0.6198,0.3646,0.6551
R_dimidiatus_42_R_icteronotus_13,0.7561,0.8043,0.9398,0.48,0.8434,0.5859,0.6806,0.6099,0.4104,0.7696
R_dimidiatus_42_R_icteronotus_14,0.7073,0.9022,0.9699,0.48,0.9398,0.9844,0.6188,0.8715,0.7156,0.9855
R_dimidiatus_42_R_icteronotus_15,0.8293,0.9239,0.985,0.64,0.9699,0.8492,0.775,0.6625,0.525,0.6261
R_dimidiatus_42_R_icteronotus_16,0.6829,0.9457,0.7744,0.28,0.8916,0.957,0.7731,0.7104,0.5854,0.6841
R_dimidiatus_42_R_icteronotus_17,0.7317,1.0,0.7594,0.32,0.8675,0.8945,0.6531,0.5679,0.5677,0.8493
R_dimidiatus_42_R_icteronotus_18,0.7805,0.8804,0.7519,0.44,0.9036,0.9086,0.7263,0.5639,0.426,0.6986
R_dimidiatus_42_R_icteronotus_22,0.8293,0.9565,0.812,0.48,0.9398,0.9672,0.7819,0.6152,0.5583,0.558
R_dimidiatus_42_R_icteronotus_23,0.7317,0.9457,0.8496,0.44,0.9518,0.9516,0.7662,0.745,0.5333,0.7174
R_dimidiatus_42_R_icteronotus_24,0.7561,0.913,0.7895,0.4,0.9157,0.8008,0.685,0.6691,0.5156,0.5884
R_dimidiatus_42_R_icteronotus_26,0.8293,0.8641,0.9263,0.54,0.903,0.9719,0.7562,0.7949,0.5552,0.6768
R_dimidiatus_42_R_icteronotus_28,0.878,0.9457,0.9248,0.68,0.9518,0.9156,0.7544,0.7463,0.4583,0.6043
R_dimidiatus_42_R_icteronotus_50,0.6098,0.8478,0.9549,0.64,0.988,0.8625,0.3812,0.8003,0.2615,0.529
R_dimidiatus_42_R_icteronotus_51,0.8293,0.9348,0.9925,0.6,0.8675,0.9453,0.3812,0.8628,0.2969,0.6159
R_dimidiatus_42_R_icteronotus_52,0.7561,0.7826,0.8797,0.36,0.9518,0.7031,0.3812,0.9401,0.8333,0.8696
R_dimidiatus_42_R_icteronotus_53,0.8537,0.9348,0.9474,0.92,0.988,0.8836,0.3812,0.9101,0.5792,0.6391
R_dimidiatus_43_R_dimidiatus_44,0.8049,0.8913,0.9624,0.96,0.9518,0.875,0.875,0.9467,0.5,0.1884
R_dimidiatus_43_R_dimidiatus_45,0.6829,1.0,0.8872,0.8,1.0,0.8516,0.9062,0.9867,0.5938,0.5217
R_dimidiatus_43_R_dimidiatus_47,0.878,0.9457,0.812,0.92,1.0,0.9219,0.9375,0.9734,0.7083,0.7826
R_dimidiatus_43_R_dimidiatus_49,0.7073,0.5652,0.8872,0.8,0.1566,0.8047,0.9688,0.9201,0.6458,0.3188
R_dimidiatus_43_R_dimidiatus_52,0.878,0.9457,1.0,0.8,0.8795,0.1875,0.9625,0.767,0.5312,0.4203
R_dimidiatus_43_R_dimidiatus_53,0.8293,0.8696,0.8872,0.72,0.9277,0.8906,0.9188,0.8402,0.6771,0.3623
R_dimidiatus_43_R_dimidiatus_59,0.9024,0.913,0.9398,0.96,0.9277,0.9727,0.9506,0.7304,0.5844,0.4797
R_dimidiatus_43_R_dimidiatus_65,0.878,1.0,0.9925,0.88,0.9157,0.9484,0.8894,0.974,0.4896,0.471
R_dimidiatus_43_R_dimidiatus_66,0.9512,0.9348,0.9173,0.88,0.9759,0.9672,0.9138,0.787,0.5021,0.4522
R_dimidiatus_43_R_dimidiatus_67,0.8049,0.9674,0.9774,0.96,0.9759,0.9633,0.9656,0.771,0.574,0.3667
R_dimidiatus_43_R_dimidiatus_68,0.8049,0.9891,0.9398,0.8,0.9518,0.8766,0.9575,0.8955,0.5979,0.5246
R_dimidiatus_43_R_dimidiatus_69,0.9024,0.9565,0.9173,0.8,0.988,0.9578,0.9688,0.8162,0.5594,0.5362
R_dimidiatus_43_R_dimidiatus_70,0.9268,0.9239,0.9549,0.88,0.9759,0.8594,0.9525,0.7237,0.6313,0.5855
R_dimidiatus_43_R_dimidiatus_72,0.9512,0.6304,0.9173,0.72,0.9759,0.5055,0.9569,0.9993,0.5604,0.4971
R_dimidiatus_43_R_dimidiatus_74,0.878,0.9565,0.9323,0.88,0.9639,0.9844,0.9519,0.8901,0.6292,0.5319
R_dimidiatus_43_R_dimidiatus_76,0.878,0.9457,0.8872,0.84,0.9036,0.982,0.9919,0.8901,0.6562,0.442
R_dimidiatus_43_R_dimidiatus_77,0.8293,0.9891,0.9023,0.8,0.988,0.8195,0.945,0.9607,0.6583,0.4319
R_dimidiatus_43_R_dimidiatus_78,0.9756,1.0,0.9173,0.88,0.9277,0.8656,0.9719,0.994,0.5479,0.5232
R_dimidiatus_43_R_dimidiatus_80,0.9024,0.9457,0.8872,0.84,0.9036,0.9367,0.9556,0.8096,0.6688,0.4638
R_dimidiatus_43_R_dimidiatus_83,0.8293,0.9457,0.9248,0.84,1.0,0.9484,0.9912,0.8242,0.6948,0.4478
R_dimidiatus_43_R_dimidiatus_84,0.9512,0.9457,0.9624,0.92,0.9157,0.8648,0.9788,0.8495,0.6823,0.5087
R_dimidiatus_43_R_dimidiatus_85,0.9268,0.9457,0.9323,0.88,0.9639,0.8602,0.9219,0.8708,0.6115,0.4072
R_dimidiatus_43_R_dimidiatus_86,0.8049,0.9891,0.9474,0.92,0.9639,0.9383,0.9331,0.8282,0.6427,0.6174
R_dimidiatus_43_R_dimidiatus_90,1.0,0.913,0.9925,0.96,0.9518,0.9219,0.915,0.8455,0.6594,0.4739
R_dimidiatus_43_R_dimidiatus_98,0.9268,0.9783,0.9023,0.72,0.988,0.9602,0.9894,0.6451,0.551,0.5899
R_dimidiatus_43_R_dimidiatus_102,0.9268,0.9891,0.9098,0.92,0.9518,0.8914,0.9556,0.8755,0.6562,0.4319
R_dimidiatus_43_R_dimidiatus_106,0.878,0.9457,1.0,0.92,0.9639,0.9375,0.9981,0.785,0.5729,0.4783
R_dimidiatus_43_R_dimidiatus_200,0.7317,0.2391,0.2857,0.52,0.5904,0.9531,0.1875,0.3609,0.8438,0.5942
R_dimidiatus_43_R_dimidiatus_201,0.9268,0.8043,0.7519,0.88,0.8554,0.9688,0.1875,0.9601,0.7396,0.1594
R_dimidiatus_43_R_dimidiatus_203,0.9268,0.8587,0.6617,0.52,0.988,0.8125,0.1875,0.8935,0.4271,0.5942
R_dimidiatus_43_R_dimidiatus_204,0.8049,0.913,0.9323,0.8,0.9277,0.8555,0.1875,0.8422,0.5406,0.5333
R_dimidiatus_43_R_dimidiatus_205,0.9512,0.8913,0.9474,1.0,0.988,0.9008,0.1875,0.9274,0.45,0.6159
R_dimidiatus_43_R_icteronotus_02,0.6585,0.8478,0.8496,0.92,0.9759,0.4688,0.1875,0.8802,0.7812,0.2464
R_dimidiatus_43_R_icteronotus_04,1.0,0.8913,0.9474,0.84,0.8434,0.6406,0.9375,0.9467,0.8958,0.3623
R_dimidiatus_43_R_icteronotus_05,0.6098,1.0,0.8647,0.8,0.8795,0.4844,0.9625,0.8668,0.8438,0.3768
R_dimidiatus_43_R_icteronotus_06,0.7073,0.8913,0.812,0.8,0.8434,0.75,0.9375,0.9933,0.5417,0.3478
R_dimidiatus_43_R_icteronotus_07,0.6585,0.8913,0.9248,0.6,0.8795,0.8359,0.95,0.8668,0.5312,0.4638
R_dimidiatus_43_R_icteronotus_08,0.4634,0.8913,0.8872,1.0,0.9398,0.8125,0.9438,0.9933,0.625,0.4203
R_dimidiatus_43_R_icteronotus_09,0.561,0.8587,0.9774,1.0,0.8675,0.4531,0.9938,0.9867,0.7083,0.4493
R_dimidiatus_43_R_icteronotus_10,0.7317,0.7609,1.0,0.6,0.8795,0.6953,0.8812,0.9534,0.6771,0.1884
R_dimidiatus_43_R_icteronotus_11,0.6829,0.8696,0.7368,0.48,0.9277,0.6523,0.9831,0.6391,0.4125,0.5957
R_dimidiatus_43_R_icteronotus_12,0.6585,0.8261,0.812,0.64,0.8554,0.6305,0.9119,0.7197,0.4792,0.3797
R_dimidiatus_43_R_icteronotus_13,0.6829,0.8587,0.9023,0.68,0.8434,0.8516,0.8744,0.7097,0.525,0.4942
R_dimidiatus_43_R_icteronotus_14,0.6341,0.9565,0.9323,0.68,0.9398,0.7187,0.8125,0.9714,0.8302,0.7391
R_dimidiatus_43_R_icteronotus_15,0.7561,0.9783,0.9474,0.84,0.9699,0.8852,0.9688,0.7623,0.6396,0.3507
R_dimidiatus_43_R_icteronotus_16,0.6098,1.0,0.7368,0.48,0.8916,0.6914,0.9669,0.8103,0.7,0.4087
R_dimidiatus_43_R_icteronotus_17,0.6585,0.9457,0.7218,0.52,0.8675,0.8398,0.8469,0.6678,0.6823,0.5739
R_dimidiatus_43_R_icteronotus_18,0.7073,0.9348,0.7143,0.64,0.9036,0.8258,0.92,0.6638,0.5406,0.4232
R_dimidiatus_43_R_icteronotus_22,0.7561,0.9891,0.7744,0.68,0.9398,0.7016,0.9756,0.715,0.6729,0.2826
R_dimidiatus_43_R_icteronotus_23,0.6585,1.0,0.812,0.64,0.9518,0.7828,0.96,0.8449,0.6479,0.442
R_dimidiatus_43_R_icteronotus_24,0.6829,0.9674,0.7519,0.6,0.9157,0.9336,0.8788,0.769,0.6302,0.313
R_dimidiatus_43_R_icteronotus_26,0.7561,0.9185,0.8887,0.74,0.903,0.7062,0.95,0.8948,0.6698,0.4014
R_dimidiatus_43_R_icteronotus_28,0.9512,1.0,0.8872,0.88,0.9518,0.8188,0.9481,0.8462,0.5729,0.329
R_dimidiatus_43_R_icteronotus_50,0.5366,0.9022,0.9173,0.84,0.988,0.5969,0.1875,0.7004,0.376,0.2536
R_dimidiatus_43_R_icteronotus_51,0.7561,0.9891,0.9549,0.8,0.8675,0.6797,0.1875,0.763,0.4115,0.3406
R_dimidiatus_43_R_icteronotus_52,0.6829,0.837,0.9173,0.56,0.9518,0.9688,0.1875,0.9601,0.9479,0.5942
R_dimidiatus_43_R_icteronotus_53,0.7805,0.9891,0.985,0.88,0.988,0.8508,0.1875,0.99,0.6938,0.3638
R_dimidiatus_44_R_dimidiatus_45,0.878,0.8913,0.8496,0.84,0.9518,0.9766,0.9688,0.9334,0.9062,0.6667
R_dimidiatus_44_R_dimidiatus_47,0.9268,0.837,0.8496,0.88,0.9518,0.7969,0.9375,0.9201,0.7917,0.4058
R_dimidiatus_44_R_dimidiatus_49,0.9024,0.6739,0.8496,0.84,0.2048,0.9297,0.9062,0.8668,0.8542,0.8696
R_dimidiatus_44_R_dimidiatus_52,0.9268,0.837,0.9624,0.84,0.8313,0.3125,0.9125,0.7137,0.9687,0.7681
R_dimidiatus_44_R_dimidiatus_53,0.6341,0.7609,0.8496,0.76,0.8795,0.9844,0.9562,0.787,0.8229,0.8261
R_dimidiatus_44_R_dimidiatus_59,0.9024,0.8043,0.9023,1.0,0.8795,0.8477,0.9244,0.6771,0.9156,0.7087
R_dimidiatus_44_R_dimidiatus_65,0.9268,0.8913,0.9699,0.92,0.8675,0.9266,0.9856,0.9208,0.9896,0.7174
R_dimidiatus_44_R_dimidiatus_66,0.8537,0.8261,0.9549,0.92,0.9277,0.9078,0.9612,0.7337,0.9979,0.7362
R_dimidiatus_44_R_dimidiatus_67,1.0,0.8587,0.985,1.0,0.9277,0.8383,0.9094,0.7177,0.926,0.8217
R_dimidiatus_44_R_dimidiatus_68,1.0,0.8804,0.9023,0.84,1.0,0.9984,0.9175,0.8422,0.9021,0.6638
R_dimidiatus_44_R_dimidiatus_69,0.9024,0.8478,0.8797,0.84,0.9398,0.9172,0.9062,0.763,0.9406,0.6522
R_dimidiatus_44_R_dimidiatus_70,0.878,0.8152,0.9173,0.92,0.9277,0.9844,0.9225,0.6704,0.8687,0.6029
R_dimidiatus_44_R_dimidiatus_72,0.8537,0.7391,0.8797,0.76,0.9277,0.6305,0.9181,0.9474,0.9396,0.6913
R_dimidiatus_44_R_dimidiatus_74,0.9268,0.8478,0.8947,0.92,0.9157,0.8594,0.9231,0.8369,0.8708,0.6565
R_dimidiatus_44_R_dimidiatus_76,0.9268,0.837,0.8496,0.88,0.8554,0.857,0.8831,0.8369,0.8438,0.7464
R_dimidiatus_44_R_dimidiatus_77,0.9756,0.8804,0.8647,0.84,0.9398,0.6945,0.93,0.9075,0.8417,0.7565
R_dimidiatus_44_R_dimidiatus_78,0.8293,0.8913,0.8797,0.92,0.8795,0.9906,0.9031,0.9527,0.9521,0.6652
R_dimidiatus_44_R_dimidiatus_80,0.9024,0.9457,0.8496,0.88,0.8554,0.9383,0.9194,0.7563,0.8312,0.7246
R_dimidiatus_44_R_dimidiatus_83,0.9756,0.9457,0.8872,0.88,0.9518,0.8234,0.8662,0.771,0.8052,0.7406
R_dimidiatus_44_R_dimidiatus_84,0.8537,0.9457,0.9248,0.96,0.8675,0.9898,0.8538,0.7963,0.8177,0.6797
R_dimidiatus_44_R_dimidiatus_85,0.878,0.9457,0.8947,0.92,0.9157,0.9852,0.9531,0.8176,0.8885,0.7812
R_dimidiatus_44_R_dimidiatus_86,1.0,0.9022,0.9098,0.96,0.988,0.9367,0.9419,0.775,0.8573,0.571
R_dimidiatus_44_R_dimidiatus_90,0.8049,0.9783,0.9699,1.0,1.0,0.7969,0.96,0.7923,0.8406,0.7145
R_dimidiatus_44_R_dimidiatus_98,0.878,0.913,0.8647,0.76,0.9639,0.8352,0.8856,0.5919,0.949,0.5986
R_dimidiatus_44_R_dimidiatus_102,0.878,0.9022,0.8722,0.96,0.9036,0.9836,0.9194,0.8222,0.8438,0.7565
R_dimidiatus_44_R_dimidiatus_106,0.9268,0.837,0.9624,0.96,0.9157,0.8125,0.8769,0.7317,0.9271,0.7101
R_dimidiatus_44_R_dimidiatus_200,0.5366,0.3478,0.3233,0.48,0.6386,0.9219,0.3125,0.4141,0.3437,0.5942
R_dimidiatus_44_R_dimidiatus_201,0.878,0.913,0.7895,0.84,0.9036,0.8438,0.3125,0.9867,0.2396,0.971
R_dimidiatus_44_R_dimidiatus_203,0.878,0.9674,0.6992,0.56,0.9398,0.6875,0.3125,0.9467,0.9271,0.5942
R_dimidiatus_44_R_dimidiatus_204,1.0,0.9783,0.9699,0.84,0.9759,0.9805,0.3125,0.7889,0.9594,0.6551
R_dimidiatus_44_R_dimidiatus_205,0.8537,1.0,0.985,0.96,0.9398,0.7758,0.3125,0.8742,0.95,0.5725
R_dimidiatus_44_R_icteronotus_02,0.8537,0.7391,0.8872,0.96,0.9759,0.5938,0.3125,0.8269,0.7187,0.942
R_dimidiatus_44_R_icteronotus_04,0.8049,0.7826,0.9098,0.88,0.7952,0.7656,0.9375,1.0,0.6042,0.8261
R_dimidiatus_44_R_icteronotus_05,0.8049,0.8913,0.8271,0.84,0.8313,0.6094,0.9125,0.9201,0.6562,0.8116
R_dimidiatus_44_R_icteronotus_06,0.9024,0.7826,0.7744,0.84,0.7952,0.875,0.8125,0.9401,0.9583,0.8406
