pair,bird_width,bird_TotalLength,bird_wingspan,bird_wing,bird_tail,bird_tarsus,bird_finger,beak_culmen,beak_width,beak_height
R_dimidiatus_65_R_icteronotus_16,0.7317,1.0,0.7293,0.6,0.9759,0.743,0.8562,0.8362,0.7896,0.9377
R_dimidiatus_65_R_icteronotus_17,0.7805,0.9457,0.7143,0.64,0.9518,0.8914,0.7363,0.6937,0.8073,0.8971
R_dimidiatus_65_R_icteronotus_18,0.8293,0.9348,0.7068,0.76,0.988,0.8773,0.8094,0.6897,0.949,0.9522
R_dimidiatus_65_R_icteronotus_22,0.878,0.9891,0.7669,0.8,0.9759,0.7531,0.865,0.741,0.8167,0.8116
R_dimidiatus_65_R_icteronotus_23,0.7805,1.0,0.8045,0.76,0.9639,0.8344,0.8494,0.8708,0.8417,0.971
R_dimidiatus_65_R_icteronotus_24,0.8049,0.9674,0.7444,0.72,1.0,0.9852,0.7681,0.7949,0.8594,0.842
R_dimidiatus_65_R_icteronotus_26,0.878,0.9185,0.8812,0.86,0.9873,0.7578,0.8394,0.9208,0.8198,0.9304
R_dimidiatus_65_R_icteronotus_28,0.8293,1.0,0.8797,1.0,0.9639,0.8703,0.8375,0.8722,0.9167,0.858
R_dimidiatus_65_R_icteronotus_50,0.6585,0.9022,0.9098,0.96,0.9036,0.6484,0.2981,0.6744,0.8865,0.7826
R_dimidiatus_65_R_icteronotus_51,0.878,0.9891,0.9474,0.92,0.7831,0.7312,0.2981,0.737,0.9219,0.8696
R_dimidiatus_65_R_icteronotus_52,0.8049,0.837,0.9248,0.68,0.8675,0.9172,0.2981,0.9341,0.5417,0.8768
R_dimidiatus_65_R_icteronotus_53,0.9024,0.9891,0.9925,0.76,0.9036,0.9023,0.2981,0.964,0.7958,0.8928
R_dimidiatus_66_R_dimidiatus_67,0.8537,0.9674,0.9398,0.92,1.0,0.9305,0.9481,0.984,0.9281,0.9145
R_dimidiatus_66_R_dimidiatus_68,0.8537,0.9457,0.8571,0.92,0.9277,0.9094,0.9562,0.8915,0.9042,0.9275
R_dimidiatus_66_R_dimidiatus_69,0.9512,0.9783,0.8346,0.92,0.988,0.9906,0.945,0.9707,0.9427,0.9159
R_dimidiatus_66_R_dimidiatus_70,0.9756,0.9891,0.8722,1.0,1.0,0.8922,0.9612,0.9368,0.8708,0.8667
R_dimidiatus_66_R_dimidiatus_72,1.0,0.5652,0.8346,0.84,1.0,0.5383,0.9569,0.7863,0.9417,0.9551
R_dimidiatus_66_R_dimidiatus_74,0.9268,0.9783,0.8496,1.0,0.988,0.9516,0.9619,0.8968,0.8729,0.9203
R_dimidiatus_66_R_dimidiatus_76,0.9268,0.9891,0.8045,0.96,0.9277,0.9492,0.9219,0.8968,0.8458,0.9899
R_dimidiatus_66_R_dimidiatus_77,0.878,0.9457,0.8195,0.92,0.988,0.7867,0.9688,0.8262,0.8438,0.9797
R_dimidiatus_66_R_dimidiatus_78,0.9756,0.9348,0.8346,1.0,0.9518,0.8984,0.9419,0.781,0.9542,0.929
R_dimidiatus_66_R_dimidiatus_80,0.9512,0.8804,0.8045,0.96,0.9277,0.9695,0.9581,0.9774,0.8333,0.9884
R_dimidiatus_66_R_dimidiatus_83,0.878,0.8804,0.8421,0.96,0.9759,0.9156,0.905,0.9627,0.8073,0.9957
R_dimidiatus_66_R_dimidiatus_84,1.0,0.8804,0.8797,0.96,0.9398,0.8977,0.8925,0.9374,0.8198,0.9435
R_dimidiatus_66_R_dimidiatus_85,0.9756,0.8804,0.8496,1.0,0.988,0.893,0.9919,0.9161,0.8906,0.9551
R_dimidiatus_66_R_dimidiatus_86,0.8537,0.9239,0.8647,0.96,0.9398,0.9711,0.9806,0.9587,0.8594,0.8348
R_dimidiatus_66_R_dimidiatus_90,0.9512,0.8478,0.9248,0.92,0.9277,0.8891,0.9988,0.9414,0.8427,0.9783
R_dimidiatus_66_R_dimidiatus_98,0.9756,0.913,0.8195,0.84,0.9639,0.9273,0.9244,0.8582,0.951,0.8623
R_dimidiatus_66_R_dimidiatus_102,0.9756,0.9239,0.8271,0.96,0.9759,0.9242,0.9581,0.9115,0.8458,0.9797
R_dimidiatus_66_R_dimidiatus_106,0.9268,0.9891,0.9173,0.96,0.988,0.9047,0.9156,0.998,0.9292,0.9739
R_dimidiatus_66_R_dimidiatus_200,0.6829,0.1739,0.3684,0.4,0.5663,0.9859,0.2738,0.1478,0.3458,0.858
R_dimidiatus_66_R_dimidiatus_201,0.9756,0.7391,0.8346,0.76,0.8313,0.9359,0.2738,0.747,0.2417,0.7072
R_dimidiatus_66_R_dimidiatus_203,0.9756,0.7935,0.7444,0.64,0.988,0.7797,0.2738,0.6804,0.925,0.858
R_dimidiatus_66_R_dimidiatus_204,0.8537,0.8478,0.985,0.92,0.9036,0.8883,0.2738,0.9447,0.9615,0.9188
R_dimidiatus_66_R_dimidiatus_205,1.0,0.8261,0.9699,0.88,0.988,0.868,0.2738,0.8595,0.9479,0.8362
R_dimidiatus_66_R_icteronotus_02,0.7073,0.913,0.9323,0.96,0.9518,0.5016,0.2738,0.9068,0.7208,0.7942
R_dimidiatus_66_R_icteronotus_04,0.9512,0.9565,0.8647,0.96,0.8675,0.6734,0.9762,0.7337,0.6063,0.9101
R_dimidiatus_66_R_icteronotus_05,0.6585,0.9348,0.782,0.92,0.9036,0.5172,0.9512,0.6538,0.6583,0.9246
R_dimidiatus_66_R_icteronotus_06,0.7561,0.9565,0.7293,0.92,0.8675,0.7828,0.8512,0.7936,0.9604,0.8957
R_dimidiatus_66_R_icteronotus_07,0.7073,0.9565,0.8421,0.72,0.9036,0.8688,0.8637,0.9201,0.9708,0.9884
R_dimidiatus_66_R_icteronotus_08,0.4146,0.9565,0.8045,0.88,0.9639,0.8453,0.97,0.7803,0.8771,0.9681
R_dimidiatus_66_R_icteronotus_09,0.6098,0.9239,0.9398,0.88,0.8916,0.4859,0.9075,0.7736,0.7938,0.9971
R_dimidiatus_66_R_icteronotus_10,0.7805,0.8261,0.9173,0.72,0.9036,0.7281,0.795,0.8336,0.825,0.7362
R_dimidiatus_66_R_icteronotus_11,0.7317,0.9348,0.6541,0.6,0.9518,0.6852,0.8969,0.8522,0.9104,0.8565
R_dimidiatus_66_R_icteronotus_12,0.7073,0.8913,0.7293,0.76,0.8795,0.6633,0.8256,0.9328,0.9771,0.9275
R_dimidiatus_66_R_icteronotus_13,0.7317,0.9239,0.8195,0.8,0.8675,0.8188,0.7881,0.9228,0.9771,0.958
R_dimidiatus_66_R_icteronotus_14,0.6829,0.9783,0.8496,0.8,0.9639,0.7516,0.7262,0.8156,0.6719,0.713
R_dimidiatus_66_R_icteronotus_15,0.8049,0.9565,0.8647,0.96,0.994,0.918,0.8825,0.9754,0.8625,0.8986
R_dimidiatus_66_R_icteronotus_16,0.6585,0.9348,0.6541,0.6,0.9157,0.7242,0.8806,0.9767,0.8021,0.9565
R_dimidiatus_66_R_icteronotus_17,0.7073,0.8804,0.6391,0.64,0.8916,0.8727,0.7606,0.8808,0.8198,0.8783
R_dimidiatus_66_R_icteronotus_18,0.7561,1.0,0.6316,0.76,0.9277,0.8586,0.8338,0.8768,0.9615,0.971
R_dimidiatus_66_R_icteronotus_22,0.8049,0.9239,0.6917,0.8,0.9639,0.7344,0.8894,0.9281,0.8292,0.8304
R_dimidiatus_66_R_icteronotus_23,0.7073,0.9348,0.7293,0.76,0.9759,0.8156,0.8738,0.9421,0.8542,0.9899
R_dimidiatus_66_R_icteronotus_24,0.7317,0.9674,0.6692,0.72,0.9398,0.9664,0.7925,0.982,0.8719,0.8609
R_dimidiatus_66_R_icteronotus_26,0.8049,0.9837,0.806,0.86,0.9271,0.7391,0.8637,0.8921,0.8323,0.9493
R_dimidiatus_66_R_icteronotus_28,0.9024,0.9348,0.8045,1.0,0.9759,0.8516,0.8619,0.9407,0.9292,0.8768
R_dimidiatus_66_R_icteronotus_50,0.5854,0.9674,0.8346,0.96,0.9639,0.6297,0.2738,0.4874,0.874,0.8014
R_dimidiatus_66_R_icteronotus_51,0.8049,0.9457,0.8722,0.92,0.8434,0.7125,0.2738,0.5499,0.9094,0.8884
R_dimidiatus_66_R_icteronotus_52,0.7317,0.9022,1.0,0.68,0.9277,0.9359,0.2738,0.747,0.5542,0.858
R_dimidiatus_66_R_icteronotus_53,0.8293,0.9457,0.9323,0.76,0.9639,0.8836,0.2738,0.777,0.8083,0.9116
R_dimidiatus_67_R_dimidiatus_68,1.0,0.9783,0.9173,0.84,0.9277,0.8398,0.9919,0.8755,0.976,0.842
R_dimidiatus_67_R_dimidiatus_69,0.9024,0.9891,0.8947,0.84,0.988,0.9211,0.9969,0.9547,0.9854,0.8304
R_dimidiatus_67_R_dimidiatus_70,0.878,0.9565,0.9323,0.92,1.0,0.8227,0.9869,0.9527,0.9427,0.7812
R_dimidiatus_67_R_dimidiatus_72,0.8537,0.5978,0.8947,0.76,1.0,0.4688,0.9912,0.7703,0.9865,0.8696
R_dimidiatus_67_R_dimidiatus_74,0.9268,0.9891,0.9098,0.92,0.988,0.9789,0.9862,0.8808,0.9448,0.8348
R_dimidiatus_67_R_dimidiatus_76,0.9268,0.9783,0.8647,0.88,0.9277,0.9812,0.9738,0.8808,0.9177,0.9246
R_dimidiatus_67_R_dimidiatus_77,0.9756,0.9783,0.8797,0.84,0.988,0.8562,0.9794,0.8103,0.9156,0.9348
R_dimidiatus_67_R_dimidiatus_78,0.8293,0.9674,0.8947,0.92,0.9518,0.8289,0.9938,0.765,0.974,0.8435
R_dimidiatus_67_R_dimidiatus_80,0.9024,0.913,0.8647,0.88,0.9277,0.9,0.99,0.9614,0.9052,0.9029
R_dimidiatus_67_R_dimidiatus_83,0.9756,0.913,0.9023,0.88,0.9759,0.9852,0.9569,0.9467,0.8792,0.9188
R_dimidiatus_67_R_dimidiatus_84,0.8537,0.913,0.9398,0.96,0.9398,0.8281,0.9444,0.9214,0.8917,0.858
R_dimidiatus_67_R_dimidiatus_85,0.878,0.913,0.9098,0.92,0.988,0.8234,0.9562,0.9001,0.9625,0.9594
R_dimidiatus_67_R_dimidiatus_86,1.0,0.9565,0.9248,0.96,0.9398,0.9016,0.9675,0.9427,0.9312,0.7493
R_dimidiatus_67_R_dimidiatus_90,0.8049,0.8804,0.985,1.0,0.9277,0.9586,0.9494,0.9254,0.9146,0.8928
R_dimidiatus_67_R_dimidiatus_98,0.878,0.9457,0.8797,0.76,0.9639,0.9969,0.9762,0.8742,0.9771,0.7768
R_dimidiatus_67_R_dimidiatus_102,0.878,0.9565,0.8872,0.96,0.9759,0.8547,0.99,0.8955,0.9177,0.9348
R_dimidiatus_67_R_dimidiatus_106,0.9268,0.9783,0.9774,0.96,0.988,0.9742,0.9675,0.986,0.999,0.8884
R_dimidiatus_67_R_dimidiatus_200,0.5366,0.2065,0.3083,0.48,0.5663,0.9164,0.2219,0.1318,0.4177,0.7725
R_dimidiatus_67_R_dimidiatus_201,0.878,0.7717,0.7744,0.84,0.8313,0.9945,0.2219,0.731,0.3135,0.7928
R_dimidiatus_67_R_dimidiatus_203,0.878,0.8261,0.6842,0.56,0.988,0.8492,0.2219,0.6644,0.8531,0.7725
R_dimidiatus_67_R_dimidiatus_204,1.0,0.8804,0.9549,0.84,0.9036,0.8188,0.2219,0.9288,0.9667,0.8333
R_dimidiatus_67_R_dimidiatus_205,0.8537,0.8587,0.9699,0.96,0.988,0.9375,0.2219,0.8435,0.876,0.7507
R_dimidiatus_67_R_icteronotus_02,0.8537,0.8804,0.8722,0.96,0.9518,0.432,0.2219,0.8908,0.7927,0.8797
R_dimidiatus_67_R_icteronotus_04,0.8049,0.9239,0.9248,0.88,0.8675,0.6039,0.9719,0.7177,0.6781,0.9957
R_dimidiatus_67_R_icteronotus_05,0.8049,0.9674,0.8421,0.84,0.9036,0.4477,0.9969,0.6378,0.7302,0.9899
R_dimidiatus_67_R_icteronotus_06,0.9024,0.9239,0.7895,0.84,0.8675,0.7133,0.9031,0.7776,0.9677,0.9812
R_dimidiatus_67_R_icteronotus_07,0.8537,0.9239,0.9023,0.64,0.9036,0.7992,0.9156,0.9041,0.9573,0.9029
R_dimidiatus_67_R_icteronotus_08,0.2683,0.9239,0.8647,0.96,0.9639,0.7758,0.9781,0.7643,0.949,0.9464
R_dimidiatus_67_R_icteronotus_09,0.7561,0.8913,1.0,0.96,0.8916,0.4164,0.9594,0.7577,0.8656,0.9174
R_dimidiatus_67_R_icteronotus_10,0.9268,0.7935,0.9774,0.64,0.9036,0.6586,0.8469,0.8176,0.8969,0.8217
R_dimidiatus_67_R_icteronotus_11,0.878,0.9022,0.7143,0.52,0.9518,0.6156,0.9488,0.8682,0.8385,0.771
R_dimidiatus_67_R_icteronotus_12,0.8537,0.8587,0.7895,0.68,0.8795,0.5938,0.8775,0.9487,0.9052,0.987
R_dimidiatus_67_R_icteronotus_13,0.878,0.8913,0.8797,0.72,0.8675,0.8883,0.84,0.9387,0.951,0.8725
R_dimidiatus_67_R_icteronotus_14,0.8293,0.9891,0.9098,0.72,0.9639,0.682,0.7781,0.7996,0.7438,0.6275
R_dimidiatus_67_R_icteronotus_15,0.9512,0.9891,0.9248,0.88,0.994,0.8484,0.9344,0.9913,0.9344,0.9841
R_dimidiatus_67_R_icteronotus_16,0.8049,0.9674,0.7143,0.52,0.9157,0.6547,0.9325,0.9607,0.874,0.958
R_dimidiatus_67_R_icteronotus_17,0.8537,0.913,0.6992,0.56,0.8916,0.8031,0.8125,0.8968,0.8917,0.7928
R_dimidiatus_67_R_icteronotus_18,0.9024,0.9674,0.6917,0.68,0.9277,0.7891,0.8856,0.8928,0.9667,0.9435
R_dimidiatus_67_R_icteronotus_22,0.9512,0.9565,0.7519,0.72,0.9639,0.6648,0.9412,0.9441,0.901,0.9159
R_dimidiatus_67_R_icteronotus_23,0.8537,0.9674,0.7895,0.68,0.9759,0.7461,0.9256,0.9261,0.926,0.9246
R_dimidiatus_67_R_icteronotus_24,0.878,1.0,0.7293,0.64,0.9398,0.8969,0.8444,0.998,0.9438,0.9464
R_dimidiatus_67_R_icteronotus_26,0.9512,0.9511,0.8662,0.78,0.9271,0.6695,0.9156,0.8762,0.9042,0.9652
R_dimidiatus_67_R_icteronotus_28,0.7561,0.9674,0.8647,0.92,0.9759,0.782,0.9138,0.9248,0.999,0.9623
R_dimidiatus_67_R_icteronotus_50,0.7317,0.9348,0.8947,0.88,0.9639,0.5602,0.2219,0.4714,0.8021,0.887
R_dimidiatus_67_R_icteronotus_51,0.9512,0.9783,0.9323,0.84,0.8434,0.643,0.2219,0.534,0.8375,0.9739
R_dimidiatus_67_R_icteronotus_52,0.878,0.8696,0.9398,0.6,0.9277,0.9945,0.2219,0.731,0.626,0.7725
R_dimidiatus_67_R_icteronotus_53,0.9756,0.9783,0.9925,0.84,0.9639,0.8141,0.2219,0.761,0.8802,0.9971
R_dimidiatus_68_R_dimidiatus_69,0.9024,0.9674,0.9774,1.0,0.9398,0.9188,0.9888,0.9208,0.9615,0.9884
R_dimidiatus_68_R_dimidiatus_70,0.878,0.9348,0.985,0.92,0.9277,0.9828,0.995,0.8282,0.9667,0.9391
R_dimidiatus_68_R_dimidiatus_72,0.8537,0.6196,0.9774,0.92,0.9277,0.6289,0.9994,0.8948,0.9625,0.9725
R_dimidiatus_68_R_dimidiatus_74,0.9268,0.9674,0.9925,0.92,0.9157,0.8609,0.9944,0.9947,0.9688,0.9928
R_dimidiatus_68_R_dimidiatus_76,0.9268,0.9565,0.9474,0.96,0.8554,0.8586,0.9656,0.9947,0.9417,0.9174
R_dimidiatus_68_R_dimidiatus_77,0.9756,1.0,0.9624,1.0,0.9398,0.6961,0.9875,0.9348,0.9396,0.9072
R_dimidiatus_68_R_dimidiatus_78,0.8293,0.9891,0.9774,0.92,0.8795,0.9891,0.9856,0.8895,0.95,0.9986
R_dimidiatus_68_R_dimidiatus_80,0.9024,0.9348,0.9474,0.96,0.8554,0.9398,0.9981,0.9141,0.9292,0.9391
R_dimidiatus_68_R_dimidiatus_83,0.9756,0.9348,0.985,0.96,0.9518,0.825,0.9488,0.9288,0.9031,0.9232
R_dimidiatus_68_R_dimidiatus_84,0.8537,0.9348,0.9774,0.88,0.8675,0.9883,0.9362,0.9541,0.9156,0.9841
R_dimidiatus_68_R_dimidiatus_85,0.878,0.9348,0.9925,0.92,0.9157,0.9836,0.9644,0.9754,0.9865,0.8826
R_dimidiatus_68_R_dimidiatus_86,1.0,0.9783,0.9925,0.88,0.988,0.9383,0.9756,0.9328,0.9552,0.9072
R_dimidiatus_68_R_dimidiatus_90,0.8049,0.9022,0.9323,0.84,1.0,0.7984,0.9575,0.9501,0.9385,0.9493
R_dimidiatus_68_R_dimidiatus_98,0.878,0.9674,0.9624,0.92,0.9639,0.8367,0.9681,0.7497,0.9531,0.9348
R_dimidiatus_68_R_dimidiatus_102,0.878,0.9783,0.9699,0.88,0.9036,0.9852,0.9981,0.98,0.9417,0.9072
R_dimidiatus_68_R_dimidiatus_106,0.9268,0.9565,0.9398,0.88,0.9157,0.8141,0.9594,0.8895,0.975,0.9536
R_dimidiatus_68_R_dimidiatus_200,0.5366,0.2283,0.2256,0.32,0.6386,0.9234,0.23,0.2563,0.4417,0.9304
R_dimidiatus_68_R_dimidiatus_201,0.878,0.7935,0.6917,0.68,0.9036,0.8453,0.23,0.8555,0.3375,0.6348
R_dimidiatus_68_R_dimidiatus_203,0.878,0.8478,0.6015,0.72,0.9398,0.6891,0.23,0.7889,0.8292,0.9304
R_dimidiatus_68_R_dimidiatus_204,1.0,0.9022,0.8722,1.0,0.9759,0.9789,0.23,0.9467,0.9427,0.9913
R_dimidiatus_68_R_dimidiatus_205,0.8537,0.8804,0.8872,0.8,0.9398,0.7773,0.23,0.968,0.8521,0.9087
R_dimidiatus_68_R_icteronotus_02,0.8537,0.8587,0.7895,0.88,0.9759,0.5922,0.23,0.9847,0.8167,0.7217
R_dimidiatus_68_R_icteronotus_04,0.8049,0.9022,0.9925,0.96,0.7952,0.7641,0.98,0.8422,0.7021,0.8377
R_dimidiatus_68_R_icteronotus_05,0.8049,0.9891,0.9248,1.0,0.8313,0.6078,0.995,0.7623,0.7542,0.8522
R_dimidiatus_68_R_icteronotus_06,0.9024,0.9022,0.8722,1.0,0.7952,0.8734,0.895,0.9021,0.9437,0.8232
R_dimidiatus_68_R_icteronotus_07,0.8537,0.9022,0.985,0.8,0.8313,0.9594,0.9075,0.9714,0.9333,0.9391
R_dimidiatus_68_R_icteronotus_08,0.2683,0.9022,0.9474,0.8,0.8916,0.9359,0.9862,0.8888,0.9729,0.8957
R_dimidiatus_68_R_icteronotus_09,0.7561,0.8696,0.9173,0.8,0.8193,0.5766,0.9512,0.8822,0.8896,0.9246
R_dimidiatus_68_R_icteronotus_10,0.9268,0.7717,0.9398,0.8,0.8313,0.8188,0.8388,0.9421,0.9208,0.6638
R_dimidiatus_68_R_icteronotus_11,0.878,0.8804,0.797,0.68,0.8795,0.7758,0.9406,0.7437,0.8146,0.929
R_dimidiatus_68_R_icteronotus_12,0.8537,0.837,0.8722,0.84,0.8072,0.7539,0.8694,0.8242,0.8812,0.8551
R_dimidiatus_68_R_icteronotus_13,0.878,0.8696,0.9624,0.88,0.7952,0.7281,0.8319,0.8142,0.9271,0.9696
R_dimidiatus_68_R_icteronotus_14,0.8293,0.9674,0.9925,0.88,0.8916,0.8422,0.77,0.9241,0.7677,0.7855
R_dimidiatus_68_R_icteronotus_15,0.9512,0.9891,0.9925,0.96,0.9217,0.9914,0.9262,0.8668,0.9583,0.8261
R_dimidiatus_68_R_icteronotus_16,0.8049,0.9891,0.797,0.68,0.8434,0.8148,0.9244,0.9148,0.8979,0.8841
R_dimidiatus_68_R_icteronotus_17,0.8537,0.9348,0.782,0.72,0.8193,0.9633,0.8044,0.7723,0.9156,0.9507
R_dimidiatus_68_R_icteronotus_18,0.9024,0.9457,0.7744,0.84,0.8554,0.9492,0.8775,0.7683,0.9427,0.8986
R_dimidiatus_68_R_icteronotus_22,0.9512,0.9783,0.8346,0.88,0.8916,0.825,0.9331,0.8196,0.925,0.758
R_dimidiatus_68_R_icteronotus_23,0.8537,0.9891,0.8722,0.84,0.9036,0.9063,0.9175,0.9494,0.95,0.9174
R_dimidiatus_68_R_icteronotus_24,0.878,0.9783,0.812,0.8,0.8675,0.943,0.8362,0.8735,0.9677,0.7884
R_dimidiatus_68_R_icteronotus_26,0.9512,0.9293,0.9489,0.94,0.8548,0.8297,0.9075,0.9993,0.9281,0.8768
R_dimidiatus_68_R_icteronotus_28,0.7561,0.9891,0.9474,0.92,0.9036,0.9422,0.9056,0.9507,0.975,0.8043
R_dimidiatus_68_R_icteronotus_50,0.7317,0.913,0.9774,0.96,0.9639,0.7203,0.23,0.5959,0.7781,0.729
R_dimidiatus_68_R_icteronotus_51,0.9512,1.0,0.985,1.0,0.9157,0.8031,0.23,0.6585,0.8135,0.8159
R_dimidiatus_68_R_icteronotus_52,0.878,0.8478,0.8571,0.76,1.0,0.8453,0.23,0.8555,0.65,0.9304
R_dimidiatus_68_R_icteronotus_53,0.9756,1.0,0.9248,0.68,0.9639,0.9742,0.23,0.8855,0.9042,0.8391
R_dimidiatus_69_R_dimidiatus_70,0.9756,0.9674,0.9624,0.92,0.988,0.9016,0.9838,0.9075,0.9281,0.9507
R_dimidiatus_69_R_dimidiatus_72,0.9512,0.587,1.0,0.92,0.988,0.5477,0.9881,0.8156,0.999,0.9609
R_dimidiatus_69_R_dimidiatus_74,0.9756,1.0,0.985,0.92,0.9759,0.9422,0.9831,0.9261,0.9302,0.9957
R_dimidiatus_69_R_dimidiatus_76,0.9756,0.9891,0.9699,0.96,0.9157,0.9398,0.9769,0.9261,0.9031,0.9058
R_dimidiatus_69_R_dimidiatus_77,0.9268,0.9674,0.985,1.0,1.0,0.7773,0.9762,0.8555,0.901,0.8957
R_dimidiatus_69_R_dimidiatus_78,0.9268,0.9565,1.0,0.92,0.9398,0.9078,0.9969,0.8103,0.9885,0.987
R_dimidiatus_69_R_dimidiatus_80,1.0,0.9022,0.9699,0.96,0.9157,0.9789,0.9869,0.9933,0.8906,0.9275
R_dimidiatus_69_R_dimidiatus_83,0.9268,0.9022,0.9925,0.96,0.988,0.9062,0.96,0.992,0.8646,0.9116
R_dimidiatus_69_R_dimidiatus_84,0.9512,0.9022,0.9549,0.88,0.9277,0.907,0.9475,0.9667,0.8771,0.9725
R_dimidiatus_69_R_dimidiatus_85,0.9756,0.9022,0.985,0.92,0.9759,0.9023,0.9531,0.9454,0.9479,0.871
R_dimidiatus_69_R_dimidiatus_86,0.9024,0.9457,0.9699,0.88,0.9518,0.9805,0.9644,0.988,0.9167,0.9188
R_dimidiatus_69_R_dimidiatus_90,0.9024,0.8696,0.9098,0.84,0.9398,0.8797,0.9462,0.9707,0.9,0.9377
R_dimidiatus_69_R_dimidiatus_98,0.9756,0.9348,0.985,0.92,0.9759,0.918,0.9794,0.8289,0.9917,0.9464
R_dimidiatus_69_R_dimidiatus_102,0.9756,0.9457,0.9925,0.88,0.9639,0.9336,0.9869,0.9407,0.9031,0.8957
R_dimidiatus_69_R_dimidiatus_106,0.9756,0.9891,0.9173,0.88,0.9759,0.8953,0.9706,0.9687,0.9865,0.942
R_dimidiatus_69_R_dimidiatus_200,0.6341,0.1957,0.203,0.32,0.5783,0.9953,0.2188,0.1771,0.4031,0.942
R_dimidiatus_69_R_dimidiatus_201,0.9756,0.7609,0.6692,0.68,0.8434,0.9266,0.2188,0.7763,0.299,0.6232
R_dimidiatus_69_R_dimidiatus_203,0.9756,0.8152,0.5789,0.72,1.0,0.7703,0.2188,0.7097,0.8677,0.942
R_dimidiatus_69_R_dimidiatus_204,0.9024,0.8696,0.8496,1.0,0.9157,0.8977,0.2188,0.974,0.9812,0.9971
R_dimidiatus_69_R_dimidiatus_205,0.9512,0.8478,0.8647,0.8,1.0,0.8586,0.2188,0.8888,0.8906,0.9203
R_dimidiatus_69_R_icteronotus_02,0.7561,0.8913,0.7669,0.88,0.9639,0.5109,0.2188,0.9361,0.7781,0.7101
R_dimidiatus_69_R_icteronotus_04,0.9024,0.9348,0.9699,0.96,0.8554,0.6828,0.9688,0.763,0.6635,0.8261
R_dimidiatus_69_R_icteronotus_05,0.7073,0.9565,0.9474,1.0,0.8916,0.5266,0.9938,0.6831,0.7156,0.8406
R_dimidiatus_69_R_icteronotus_06,0.8049,0.9348,0.8947,1.0,0.8554,0.7922,0.9062,0.8229,0.9823,0.8116
R_dimidiatus_69_R_icteronotus_07,0.7561,0.9348,0.9925,0.8,0.8916,0.8781,0.9188,0.9494,0.9719,0.9275
R_dimidiatus_69_R_icteronotus_08,0.3659,0.9348,0.9699,0.8,0.9518,0.8547,0.975,0.8096,0.9344,0.8841
R_dimidiatus_69_R_icteronotus_09,0.6585,0.9022,0.8947,0.8,0.8795,0.4953,0.9625,0.8029,0.851,0.913
R_dimidiatus_69_R_icteronotus_10,0.8293,0.8043,0.9173,0.8,0.8916,0.7375,0.85,0.8628,0.8823,0.6522
R_dimidiatus_69_R_icteronotus_11,0.7805,0.913,0.8195,0.68,0.9398,0.6945,0.9519,0.8229,0.8531,0.9406
R_dimidiatus_69_R_icteronotus_12,0.7561,0.8696,0.8947,0.84,0.8675,0.6727,0.8806,0.9035,0.9198,0.8435
R_dimidiatus_69_R_icteronotus_13,0.7805,0.9022,0.985,0.88,0.8554,0.8094,0.8431,0.8935,0.9656,0.958
R_dimidiatus_69_R_icteronotus_14,0.7317,1.0,0.985,0.88,0.9518,0.7609,0.7812,0.8449,0.7292,0.7971
R_dimidiatus_69_R_icteronotus_15,0.8537,0.9783,0.9699,0.96,0.9819,0.9273,0.9375,0.9461,0.9198,0.8145
R_dimidiatus_69_R_icteronotus_16,0.7073,0.9565,0.8195,0.68,0.9036,0.7336,0.9356,0.994,0.8594,0.8725
R_dimidiatus_69_R_icteronotus_17,0.7561,0.9022,0.8045,0.72,0.8795,0.882,0.8156,0.8515,0.8771,0.9623
R_dimidiatus_69_R_icteronotus_18,0.8049,0.9783,0.797,0.84,0.9157,0.868,0.8888,0.8475,0.9812,0.887
R_dimidiatus_69_R_icteronotus_22,0.8537,0.9457,0.8571,0.88,0.9518,0.7438,0.9444,0.8988,0.8865,0.7464
R_dimidiatus_69_R_icteronotus_23,0.7561,0.9565,0.8947,0.84,0.9639,0.825,0.9288,0.9714,0.9115,0.9058
R_dimidiatus_69_R_icteronotus_24,0.7805,0.9891,0.8346,0.8,0.9277,0.9758,0.8475,0.9527,0.9292,0.7768
R_dimidiatus_69_R_icteronotus_26,0.8537,0.962,0.9714,0.94,0.9151,0.7484,0.9188,0.9214,0.8896,0.8652
R_dimidiatus_69_R_icteronotus_28,0.8537,0.9565,0.9699,0.92,0.9639,0.8609,0.9169,0.97,0.9865,0.7928
R_dimidiatus_69_R_icteronotus_50,0.6341,0.9457,1.0,0.96,0.9759,0.6391,0.2188,0.5166,0.8167,0.7174
R_dimidiatus_69_R_icteronotus_51,0.8537,0.9674,0.9624,1.0,0.8554,0.7219,0.2188,0.5792,0.8521,0.8043
R_dimidiatus_69_R_icteronotus_52,0.7805,0.8804,0.8346,0.76,0.9398,0.9266,0.2188,0.7763,0.6115,0.942
R_dimidiatus_69_R_icteronotus_53,0.878,0.9674,0.9023,0.68,0.9759,0.893,0.2188,0.8063,0.8656,0.8275
R_dimidiatus_70_R_dimidiatus_72,0.9756,0.5543,0.9624,0.84,1.0,0.6461,0.9956,0.723,0.9292,0.9116
R_dimidiatus_70_R_dimidiatus_74,0.9512,0.9674,0.9774,1.0,0.988,0.8438,0.9994,0.8336,0.9979,0.9464
R_dimidiatus_70_R_dimidiatus_76,0.9512,0.9783,0.9323,0.96,0.9277,0.8414,0.9606,0.8336,0.975,0.8565
